ID_Record,Account,Branch,External ID,Business Status,Company Name,Account Type,Creation Date,Modified Date,Closed Date,Business TAG,Security Category,Flag Closed Date vs Modified Date,Flag Closed Date vs Creation Date,Flag Closed Date vs Status
684,684,6YQK,0LEX0507,CLOSED,Global Synergy Corp,WASB,2019-09-11,2023-06-19,2023-11-07,XRA,4,N,N,N
655,655,7PJH,7PJH0655,ACTIVE,,VCKM,1996-10-30,2007-03-28,,XRA,4,N,N,N
581,581,3EFC,1FYH0642,HISTORY,Mega Ingenious Group,UANS,1991-05-16,2018-12-14,2021-01-01,TXS,2,N,N,N
10,10,1MHR,1XGO0422,ACTIVE,Proactive Visionary Innovations,XEXM,2005-03-13,2015-07-24,,ZKV,1,N,N,N
315,315,8MGK,1KLO0798,ACTIVE,Prime First Group,UANS,2016-10-22,2021-04-14,,ZKV,3,N,N,N
325,325,4KXU,4KXU0325,ACTIVE,Creative Cutting-Edge Technologies,VCKM,2007-06-15,2015-09-19,,XRA,2,N,N,N
876,876,5NXS,5NXS0876,ACTIVE,Dynamic Strive Innovations,VBCW,1995-11-26,2008-06-17,1995-07-05,ZKV,4,Y,Y,Y
356,356,7LJW,7LJW0356,ACTIVE,Creative Strive Solutions,XEXM,2021-10-19,2022-03-11,,ZKV,3,N,N,N
553,553,1RYU,7YRF0089,ACTIVE,Vibrant Strive Solutions,GLKB,2010-04-03,2010-12-09,,TXS,4,N,N,N
661,661,1JHK,1JHK0661,ACTIVE,Creative Creative Solutions,GLKB,1997-04-27,2005-01-04,,ZKV,1,N,N,N
701,701,1YZT,1YZT0701,HISTORY,Global Smart Group,XEXM,1998-11-06,2010-08-08,2021-11-01,TXS,2,N,N,N
532,532,1MTF,1MTF0532,ACTIVE,,UANS,2022-02-11,2022-04-03,,XRA,1,N,N,N
913,913,8XVT,8XVT0913,CLOSED,Swift Dynamic Solutions,VBCW,2009-02-17,2014-01-12,2019-11-08,TXS,5,N,N,N
510,510,2RWA,2RWA0510,ACTIVE,Mega Strategic Corp,WASB,2012-12-18,2021-07-04,,XRA,3,N,N,N
91,91,5JJD,5JJD0091,ACTIVE,Epic Sustainable Solutions,UANS,1996-09-01,,,ZKV,0,N,N,N
309,309,5SET,5SET0309,CLOSED,,XEXM,1990-01-24,2019-05-09,2021-06-01,TXS,2,N,N,N
164,164,7FGQ,7FGQ0164,ACTIVE,Elite Digital Solutions,HAYQ,2005-01-02,2013-04-06,,XRA,5,N,N,N
441,441,1IVB,1XGO0422,ACTIVE,Superior Dynamic Enterprises,VCKM,2013-10-15,2016-01-25,,ZKV,1,N,N,N
202,202,5DVP,5DVP0202,ACTIVE,Visionary Forward Technologies,YAKT,2010-08-31,,,ZKV,5,N,N,N
949,949,0NQI,0FEW0827,HISTORY,Ultimate Evolve Consulting,XEXM,2003-07-20,2009-02-17,2013-06-04,ZKV,0,N,N,N
115,115,8ZFT,8WPI0546,ACTIVE,Infinite Inspire Consulting,YAKT,1998-07-21,2007-01-06,,TXS,3,N,N,N
675,675,9RKA,6PKV0559,ACTIVE,Vibrant Evolve Ventures,WASB,1990-03-02,2020-08-16,,TXS,4,N,N,N
91,91,8NKH,8NKH0091,ACTIVE,Swift Revolutionary Consulting,WASB,2023-01-18,2024-01-26,,ZKV,2,N,N,N
12,12,6TJK,6TJK0012,HISTORY,Alpha Digital Enterprises,VBCW,1996-07-06,2001-09-10,1990-12-12,TXS,4,Y,Y,N
164,164,6OVI,2BVM0346,HISTORY,Tech Visionary Enterprises,VCKM,2009-06-03,2021-11-03,2022-03-27,ZKV,5,N,N,N
136,136,2PCD,9UAU0949,ACTIVE,Creative Synergy Industries,VCKM,2010-03-23,,,TXS,0,N,N,N
52,52,7LPV,2GCO0725,ACTIVE,Fusion Smart Consulting,XEXM,2014-06-25,2017-07-02,,ZKV,5,N,N,N
147,147,4EYW,4EYW0147,ACTIVE,,HERA,1990-11-18,2010-07-22,,TXS,2,N,N,N
31,31,2ZZR,2ZZR0031,ACTIVE,Tech Forward Labs,YAKT,1994-02-13,,,TXS,0,N,N,N
319,319,1BFY,1BFY0319,ACTIVE,Superior Dynamic Systems,HAYQ,2009-04-08,,1992-07-25,ZKV,0,N,Y,Y
703,703,2ACP,2ACP0703,CLOSED,Creative Creative Innovations,VBCW,2003-11-20,2012-09-04,2020-01-07,ZKV,2,N,N,N
756,756,4KLK,4BSY0249,ACTIVE,Tech Dynamic Enterprises,WASB,2013-10-29,2023-07-18,,XRA,3,N,N,N
865,865,2COX,2COX0865,ACTIVE,,VCKM,1996-06-17,2014-05-07,1993-01-19,XRA,5,Y,Y,Y
982,982,1AHT,1AHT0982,ACTIVE,Strategic Strive Innovations,GLKB,2003-03-03,2020-08-13,,XRA,3,N,N,N
365,365,9CCY,9CCY0365,HISTORY,Creative Strategic Solutions,XEXM,2017-09-02,2023-06-06,2023-10-20,TXS,0,N,N,N
17,17,3CCP,3CCP0017,ACTIVE,Acme Sustainable Labs,XEXM,2022-08-18,2022-10-17,,XRA,5,N,N,N
184,184,4DRT,4DRT0184,CLOSED,Superior First Co,HERA,2022-11-09,2023-01-08,2023-07-20,TXS,4,N,N,N
513,513,4UUI,4UUI0513,HISTORY,,WASB,2009-07-08,2013-09-13,2016-05-12,XRA,4,N,N,N
55,55,8UOQ,8UOQ0055,ACTIVE,,VBCW,1992-01-02,2014-02-20,,ZKV,1,N,N,N
247,247,9FXO,9FXO0247,ACTIVE,Brilliant Strategic Dynamics,VCKM,2007-12-30,2009-09-22,,TXS,3,N,N,N
594,594,4TAG,4TAG0594,ACTIVE,Tech Digital Labs,VBCW,2023-01-21,2023-06-09,,TXS,5,N,N,N
921,921,8SZO,8SZO0921,HISTORY,Proactive Ingenious Systems,VCKM,2001-02-27,,2022-12-28,XRA,2,N,N,N
725,725,3FXJ,3FXJ0725,ACTIVE,Flexible Creative Dynamics,HAYQ,2020-11-24,2021-01-30,,ZKV,4,N,N,N
316,316,4PMG,5JUJ0852,ACTIVE,Omega Advanced Labs,VBCW,2012-10-06,2022-08-21,,XRA,5,N,N,N
715,715,5MTL,5MTL0715,ACTIVE,Flexible Transformative Group,HAYQ,2000-02-10,2003-09-13,,TXS,5,N,N,N
604,604,4EYK,4EYK0604,ACTIVE,,WASB,2020-02-05,2020-05-31,,ZKV,0,N,N,N
28,28,2LJF,2LJF0028,ACTIVE,,UANS,2013-04-16,2019-04-04,,XRA,5,N,N,N
153,153,0CWP,7LKI0573,ACTIVE,Dynamic Transformative Systems,HAYQ,2011-12-22,2019-08-10,,ZKV,5,N,N,N
506,506,6ISN,6ISN0506,ACTIVE,Visionary Digital Solutions,UANS,2001-04-19,2002-10-28,,TXS,4,N,N,N
414,414,7BVA,0IMV0843,ACTIVE,Epic Advanced Co,XEXM,2011-04-27,2014-09-05,,TXS,0,N,N,N
443,443,6WOY,0VPD0009,ACTIVE,Elite Evolution Enterprises,XEXM,2010-01-03,2012-08-17,,TXS,4,N,N,N
357,357,0MUE,0MUE0357,ACTIVE,Acme Inspire Enterprises,XEXM,1993-12-14,2014-01-07,,ZKV,4,N,N,N
553,553,0DTZ,0DTZ0553,HISTORY,Creative Revolutionary Enterprises,UANS,2004-08-01,2018-04-06,2019-04-22,ZKV,0,N,N,N
157,157,4YHK,4YHK0157,ACTIVE,Infinite Digital Dynamics,VCKM,2021-03-20,2023-04-20,,XRA,3,N,N,N
229,229,8PDK,8PDK0229,ACTIVE,Visionary Forward Enterprises,XEXM,1995-05-12,2007-06-30,,XRA,1,N,N,N
876,876,2XXI,2XXI0876,CLOSED,Proactive Forward Consulting,HERA,2020-01-20,2023-03-05,2023-12-23,ZKV,5,N,N,N
28,28,2IJF,2IJF0028,ACTIVE,Superior Strive Services,UANS,2001-10-03,,,XRA,1,N,N,N
536,536,0YSB,3MKN0497,ACTIVE,Infinite Synergy Solutions,VCKM,2023-11-28,2023-12-12,,XRA,4,N,N,N
620,620,7YPQ,7YPQ0620,CLOSED,Alpha Revolutionary Enterprises,XEXM,2007-08-07,2013-12-16,2014-12-12,ZKV,1,N,N,N
290,290,2JPZ,9IGD0064,ACTIVE,Strategic Evolution Enterprises,VBCW,1995-07-13,2014-06-21,,XRA,4,N,N,N
847,847,5DGG,5DGG0847,ACTIVE,Apex Synergy Industries,HAYQ,2004-07-18,,,ZKV,2,N,N,N
666,666,9HBX,9HBX0666,ACTIVE,Brilliant First Consulting,YAKT,2012-07-31,2016-10-09,,XRA,3,N,N,N
344,344,8EGZ,5TNQ0620,HISTORY,,YAKT,1994-01-30,2016-06-05,1990-10-28,TXS,4,Y,Y,N
928,928,8INO,8INO0928,ACTIVE,Creative First Group,GLKB,2008-08-12,2010-12-14,,XRA,1,N,N,N
388,388,0YYE,0YYE0388,ACTIVE,Ultimate Dynamic Solutions,VCKM,2014-02-12,2023-03-26,,TXS,5,N,N,N
334,334,1JYM,1JYM0334,ACTIVE,Innovative Tech Group,XEXM,2003-04-03,2022-12-03,,ZKV,1,N,N,N
46,46,7COK,6KTM0664,ACTIVE,Pioneer Progressive Group,WASB,2019-08-03,2022-04-23,,ZKV,3,N,N,N
149,149,8SLY,5MLJ0217,ACTIVE,Flexible Future Consulting,XEXM,2022-04-22,2022-05-11,,TXS,0,N,N,N
546,546,8WPI,8WPI0546,CLOSED,Ultimate Future Enterprises,XEXM,1992-03-16,2002-03-11,2017-12-30,ZKV,0,N,N,N
855,855,4REM,3ZIY0110,ACTIVE,Brilliant Tech Corp,VBCW,2008-12-30,2010-04-11,,ZKV,5,N,N,N
836,836,2COI,3GQJ0617,ACTIVE,Prime Evolve Services,YAKT,2019-12-17,2023-01-10,,TXS,2,N,N,N
996,996,4SQU,4SQU0996,ACTIVE,Creative Impactful Enterprises,WASB,1992-07-22,2019-07-10,,XRA,0,N,N,N
492,492,8MRV,8POP0632,HISTORY,Visionary Smart Enterprises,XEXM,2008-05-03,2010-05-28,2006-11-13,XRA,5,Y,Y,N
292,292,3JAZ,8LLN0774,HISTORY,,VBCW,2012-10-03,2022-07-17,2023-07-20,XRA,1,N,N,N
130,130,6CEG,6CEG0130,ACTIVE,Excellent Tech Enterprises,GLKB,1999-01-26,2016-12-27,,TXS,5,N,N,N
827,827,0FEW,0FEW0827,ACTIVE,Prime Advanced Co,GLKB,1998-07-11,2017-08-11,1990-03-23,XRA,5,Y,Y,Y
117,117,7UFK,9TZU0480,ACTIVE,Apex Tech Enterprises,WASB,1994-03-22,1999-09-23,,TXS,2,N,N,N
323,323,4MAK,4MAK0323,ACTIVE,Flexible Transformative Solutions,HAYQ,2012-02-25,2019-10-13,2001-08-21,ZKV,3,Y,Y,Y
871,871,4RUI,9ECZ0262,ACTIVE,Vibrant Forward Dynamics,UANS,1996-03-23,2013-09-17,,ZKV,5,N,N,N
389,389,8SOR,8SOR0389,CLOSED,Alpha Cutting-Edge Labs,YAKT,1999-06-21,2016-02-09,2020-06-27,TXS,3,N,N,N
729,729,9MMV,9MMV0729,ACTIVE,Mega Cutting-Edge Enterprises,HERA,2011-02-01,2021-12-26,,XRA,2,N,N,N
831,831,0YXM,0YXM0831,CLOSED,,UANS,2019-01-11,2023-11-08,2024-01-23,TXS,1,N,N,N
262,262,9ECZ,9FXO0247,ACTIVE,Apex Dynamic Innovations,UANS,1997-07-09,2013-09-29,,XRA,2,N,N,N
527,527,2FYP,2FYP0527,ACTIVE,Prime Creative Consulting,HERA,2021-05-12,2023-09-24,,XRA,0,N,N,N
559,559,6PKV,6PKV0559,ACTIVE,Prime Transformative Innovations,GLKB,1990-03-21,1990-12-30,,ZKV,0,N,N,N
126,126,3TAF,2ALN0380,ACTIVE,Excellent Strive Ventures,UANS,2005-05-19,2009-05-22,,XRA,1,N,N,N
102,102,5CPS,5CPS0102,CLOSED,Flexible Tech Group,HAYQ,2022-10-05,2023-05-04,2023-08-08,TXS,0,N,N,N
574,574,2OKQ,7BKF0681,ACTIVE,Prime Sustainable Solutions,UANS,2011-02-06,2021-05-22,,TXS,0,N,N,N
70,70,5CMW,5CMW0070,ACTIVE,Swift Tech Corp,UANS,2023-12-02,2023-12-09,2011-01-05,ZKV,1,Y,Y,Y
29,29,8RSI,8RSI0029,ACTIVE,Acme Advanced Innovations,VBCW,2007-07-02,2022-01-24,,TXS,2,N,N,N
110,110,3ZIY,8VOU0842,CLOSED,Elite Cutting-Edge Co,HERA,2002-04-08,2013-03-03,2016-02-26,TXS,5,N,N,N
308,308,6XVZ,1NBS0604,ACTIVE,,YAKT,2017-09-06,2019-05-11,,TXS,3,N,N,N
642,642,7QVW,7QVW0642,ACTIVE,Fusion Dynamic Solutions,UANS,2004-02-01,2019-03-22,2003-11-13,XRA,4,Y,Y,Y
497,497,2PXM,2PXM0497,ACTIVE,Prime Vision Systems,HAYQ,1998-05-20,2001-07-13,,ZKV,5,N,N,N
890,890,8UXV,8UZR0040,ACTIVE,Dynamic Revolutionary Labs,WASB,2009-11-26,2012-05-26,,ZKV,3,N,N,N
477,477,1SZT,1SZT0477,ACTIVE,Diverse Transformative Enterprises,XEXM,2002-02-19,2009-01-15,,XRA,4,N,N,N
257,257,7GNJ,4IFR0183,ACTIVE,Ultimate Evolution Systems,VBCW,2015-09-01,2017-10-08,,XRA,0,N,N,N
302,302,5LQG,5LQG0302,ACTIVE,Swift Dynamic Innovations,GLKB,2013-09-21,2023-11-09,,XRA,1,N,N,N
804,804,8JWL,8JWL0804,ACTIVE,Acme Future Group,VCKM,1998-08-26,2005-02-11,,XRA,0,N,N,N
681,681,6XQM,7BTG0464,ACTIVE,Swift Sustainable Consulting,VBCW,1998-04-01,2020-05-15,,TXS,4,N,N,N
627,627,1LTR,1LTR0627,ACTIVE,Visionary Dynamic Enterprises,GLKB,2007-07-15,2013-05-31,,ZKV,2,N,N,N
255,255,1GEZ,1GEZ0255,ACTIVE,Dynamic Cutting-Edge Technologies,UANS,1997-05-15,2022-10-18,,XRA,0,N,N,N
802,802,8FJN,8FJN0802,ACTIVE,Acme Tech Networks,HERA,2016-10-29,2021-02-06,,TXS,1,N,N,N
271,271,3ODO,7LKI0573,ACTIVE,Infinite Power Enterprises,UANS,1998-11-03,2009-02-20,,ZKV,2,N,N,N
852,852,2JQJ,2JQJ0852,ACTIVE,Elite Creative Ventures,YAKT,2001-02-26,,,ZKV,5,N,N,N
230,230,5YZS,5YZS0230,ACTIVE,,YAKT,1991-12-29,2015-10-05,,XRA,1,N,N,N
588,588,2AMT,0JMT0729,ACTIVE,Fusion Precision Solutions,YAKT,1998-06-26,2017-04-05,,XRA,3,N,N,N
675,675,3HND,2RNH0582,ACTIVE,Fusion Evolution Enterprises,VBCW,2008-11-13,2009-02-13,,XRA,0,N,N,N
983,983,8BRS,8BRS0983,ACTIVE,Omega Evolution Solutions,HAYQ,1995-07-10,2011-10-30,,TXS,1,N,N,N
204,204,5GOT,9UVJ0691,ACTIVE,Superior Synergistic Technologies,GLKB,1994-06-13,1997-02-09,,XRA,2,N,N,N
256,256,7TJY,8SZR0940,ACTIVE,Acme Evolve Consulting,HERA,2014-08-05,2021-07-10,,XRA,5,N,N,N
306,306,2ZLK,2ZLK0306,CLOSED,Infinite Dynamic Enterprises,YAKT,2009-02-22,2021-01-31,1996-10-31,TXS,0,Y,Y,N
254,254,5XQH,9WDK0921,ACTIVE,Alpha Synergy Innovations,HERA,2007-04-01,2020-12-11,1999-10-02,TXS,0,Y,Y,Y
51,51,4DBY,4DBY0051,ACTIVE,Proactive Revolutionary Solutions,UANS,1999-07-06,2023-11-25,,ZKV,4,N,N,N
947,947,6SFY,6SFY0947,HISTORY,Global Power Consulting,XEXM,2015-04-18,2019-07-27,2022-05-05,TXS,0,N,N,N
576,576,8YVT,8YVT0576,HISTORY,Proactive Creative Group,VBCW,1999-04-28,,2015-08-31,TXS,0,N,N,N
511,511,1TKI,3GQJ0617,ACTIVE,Excellent Dynamic Enterprises,HAYQ,2000-09-08,,1998-05-07,ZKV,5,N,Y,Y
190,190,3DCE,3DCE0190,ACTIVE,,WASB,2017-11-22,2019-09-29,,TXS,2,N,N,N
248,248,1XXU,1XXU0248,ACTIVE,Global Dynamic Industries,VCKM,2005-12-30,2009-08-17,,XRA,5,N,N,N
118,118,9GCT,4VMV0537,HISTORY,Mega Forward Enterprises,HAYQ,1992-10-15,2004-03-23,2004-09-27,XRA,5,N,N,N
713,713,9BPI,9BPI0713,ACTIVE,Infinite Visionary Consulting,YAKT,2008-01-16,2015-10-10,,TXS,2,N,N,N
284,284,3JJR,3JJR0284,CLOSED,,WASB,2020-12-06,2021-01-22,2021-06-24,TXS,4,N,N,N
742,742,4DYN,2IJF0028,HISTORY,Apex Evolution Group,HAYQ,2004-10-25,2008-04-02,2011-05-09,TXS,2,N,N,N
390,390,1XJN,7JQX0257,ACTIVE,Strategic Revolutionary Group,VCKM,1990-02-09,2017-12-11,,TXS,5,N,N,N
784,784,5TQL,1GEZ0255,ACTIVE,Proactive Visionary Dynamics,HERA,1992-06-21,2019-02-16,,TXS,3,N,N,N
2,2,3TTZ,3TTZ0002,ACTIVE,Infinite Advanced Solutions,HERA,1992-04-18,2002-03-18,,TXS,1,N,N,N
750,750,8ICX,2CZR0918,CLOSED,Excellent Strive Enterprises,HERA,2011-04-01,2022-08-15,2022-10-24,TXS,3,N,N,N
289,289,2APF,2APF0289,ACTIVE,,XEXM,2017-12-21,2019-01-19,,XRA,0,N,N,N
575,575,8QXI,8QXI0575,ACTIVE,Innovative Synergy Solutions,HERA,2017-08-03,2022-09-27,1992-09-06,TXS,1,Y,Y,Y
946,946,7NSU,7NSU0946,HISTORY,Omega Progressive Co,GLKB,2016-06-09,2019-12-05,2022-07-02,ZKV,3,N,N,N
103,103,8UIH,3XAI0520,ACTIVE,Excellent Sustainable Dynamics,GLKB,1992-02-15,2009-11-23,,XRA,0,N,N,N
823,823,7IMT,0QGV0797,CLOSED,,XEXM,2020-12-02,2021-10-09,2023-01-03,TXS,0,N,N,N
162,162,6IXE,1LTR0627,ACTIVE,Strategic Synergistic Technologies,WASB,2013-08-26,2017-10-21,2005-01-13,ZKV,2,Y,Y,Y
683,683,9HOQ,9HOQ0683,ACTIVE,,VBCW,2000-09-10,2009-03-12,,XRA,2,N,N,N
447,447,8TID,6DWQ0277,ACTIVE,Brilliant Dynamic Innovations,GLKB,1997-04-22,2013-06-14,,TXS,0,N,N,N
988,988,3TOY,3TOY0988,ACTIVE,Vibrant Evolution Enterprises,HAYQ,2016-02-03,,,XRA,0,N,N,N
234,234,9FPN,9FPN0234,ACTIVE,Diverse Revolutionary Group,GLKB,1993-07-20,2007-08-23,,TXS,1,N,N,N
498,498,1XZL,8XPD0280,ACTIVE,Creative Revolutionary Labs,XEXM,2016-03-16,2023-04-30,,XRA,0,N,N,N
401,401,3JMA,3JMA0401,CLOSED,,YAKT,1993-05-24,2021-09-16,2022-02-17,XRA,4,N,N,N
776,776,7OMI,2AWN0946,ACTIVE,Mega Global Consulting,GLKB,2019-07-03,2020-08-12,,ZKV,0,N,N,N
557,557,5IDM,9FXO0247,ACTIVE,Strategic Cutting-Edge Enterprises,VCKM,2018-08-14,2019-07-07,,XRA,1,N,N,N
915,915,7COG,7COG0915,ACTIVE,Dynamic Impactful Innovations,VCKM,2015-01-11,,,XRA,2,N,N,N
50,50,5PTL,5PTL0050,HISTORY,Diverse Cutting-Edge Services,HAYQ,2010-11-06,2011-05-12,2012-01-14,XRA,1,N,N,N
538,538,6MXB,6MXB0538,ACTIVE,Dynamic Forward Enterprises,YAKT,2006-04-14,2010-10-05,,TXS,1,N,N,N
314,314,9BCZ,9BCZ0314,ACTIVE,Proactive Cutting-Edge Networks,HERA,2023-12-02,2023-12-17,,ZKV,5,N,N,N
507,507,1WTS,1WTS0507,HISTORY,Pioneer Visionary Corp,UANS,2019-04-08,2019-10-07,2022-09-29,XRA,5,N,N,N
121,121,5VXP,8RFD0292,CLOSED,Mega Cutting-Edge Technologies,VBCW,2022-09-03,2023-10-11,2004-07-05,XRA,3,Y,Y,N
162,162,8EKC,8EKC0162,ACTIVE,Apex Ingenious Innovations,XEXM,1999-07-07,2013-02-13,,ZKV,3,N,N,N
172,172,8KOQ,8KOQ0172,CLOSED,Proactive Strategic Labs,VCKM,2019-06-02,2023-01-08,2023-03-14,TXS,3,N,N,N
960,960,0RXG,0RXG0960,ACTIVE,Tech Power Solutions,GLKB,2020-06-26,2022-02-08,,TXS,2,N,N,N
789,789,6JSS,9HMD0543,HISTORY,Diverse Power Enterprises,HAYQ,2010-09-06,2017-04-02,1994-05-04,ZKV,1,Y,Y,N
343,343,7IUO,7IUO0343,CLOSED,Global Creative Labs,UANS,2006-01-31,2015-08-13,2018-06-21,TXS,1,N,N,N
520,520,3XAI,9ECZ0262,ACTIVE,Strategic Synergy Enterprises,GLKB,2009-08-04,2011-06-23,,XRA,1,N,N,N
202,202,0WJC,0WJC0202,ACTIVE,Flexible Global Group,GLKB,1996-10-19,2013-09-04,,TXS,2,N,N,N
32,32,1TKR,1TKR0032,CLOSED,Ultimate Revolutionary Consulting,HERA,1997-04-02,2017-05-01,2018-12-26,TXS,1,N,N,N
237,237,7MLP,7MLP0237,ACTIVE,,HAYQ,2015-08-30,2023-06-06,,ZKV,2,N,N,N
197,197,4WKY,4WKY0197,ACTIVE,Global Evolve Enterprises,VCKM,2015-12-03,2016-03-16,1994-10-12,XRA,2,Y,Y,Y
802,802,7GAZ,7GAZ0802,ACTIVE,Excellent Synergy Enterprises,WASB,2001-02-25,2022-07-16,,ZKV,5,N,N,N
505,505,4IJB,4IJB0505,ACTIVE,Elite Progressive Consulting,UANS,2016-10-03,2019-06-18,,ZKV,1,N,N,N
296,296,0XXL,0XXL0296,ACTIVE,,HAYQ,2011-12-21,2018-12-10,,ZKV,1,N,N,N
727,727,2SQP,2SQP0727,CLOSED,Mega Innovative Ventures,WASB,2019-10-27,2022-05-02,2023-11-20,TXS,4,N,N,N
691,691,9UVJ,7IUA0141,ACTIVE,Alpha Strategic Solutions,WASB,2006-12-07,2017-06-22,,XRA,2,N,N,N
480,480,9TZU,9TZU0480,ACTIVE,Flexible Innovative Enterprises,UANS,2002-08-19,2014-09-13,1998-05-14,TXS,3,Y,Y,Y
650,650,3FLE,3FLE0650,ACTIVE,Omega Digital Solutions,HERA,2020-02-25,2023-09-04,,ZKV,3,N,N,N
656,656,9CHB,8LLN0774,ACTIVE,Elite Inspire Group,HAYQ,2010-07-22,2017-10-14,,ZKV,1,N,N,N
964,964,1XAG,1XAG0964,ACTIVE,,GLKB,2013-11-15,2023-07-10,,TXS,5,N,N,N
549,549,6EWK,6MAD0799,ACTIVE,Dynamic Strategic Innovations,HERA,2017-11-28,2023-06-11,1993-10-17,TXS,3,Y,Y,Y
835,835,0BMB,3HOX0799,ACTIVE,Swift Tech Industries,WASB,1996-09-16,2016-01-27,,TXS,0,N,N,N
